InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
568802,22423,INVESTMENT ACCOUNT,2,9/29/11 10:49,12.75,14834,United Kingdom
546246,22423,INVESTMENT ACCOUNT,4,3/10/11 13:28,12.75,14841,United Kingdom
555158,22423,INVESTMENT ACCOUNT,2,6/1/11 8:38,12.75,14842,United Kingdom
556960,22423,INVESTMENT ACCOUNT,4,6/16/11 9:28,12.75,14844,United Kingdom
552614,22423,INVESTMENT ACCOUNT,6,5/10/11 12:51,12.75,14849,United Kingdom
C579933,22423,INVESTMENT ACCOUNT,-1,12/1/11 9:44,12.75,14853,United Kingdom
553146,22423,INVESTMENT ACCOUNT,2,5/13/11 13:52,12.75,14873,United Kingdom
579091,22423,INVESTMENT ACCOUNT,1,11/28/11 10:49,12.75,14893,United Kingdom
575504,22423,INVESTMENT ACCOUNT,6,11/10/11 10:29,12.75,14895,United Kingdom
554275,22423,INVESTMENT ACCOUNT,1,5/23/11 13:17,12.75,14903,United Kingdom
565201,22423,INVESTMENT ACCOUNT,2,9/1/11 16:41,12.75,14907,United Kingdom
581098,22423,INVESTMENT ACCOUNT,16,12/7/11 11:42,10.95,14911,EIRE
539036,22423,INVESTMENT ACCOUNT,3,12/15/10 14:35,12.75,14913,United Kingdom
559457,22423,INVESTMENT ACCOUNT,6,7/8/11 12:50,12.75,14918,United Kingdom
552727,22423,INVESTMENT ACCOUNT,1,5/11/11 10:32,12.75,14920,United Kingdom
567197,22423,INVESTMENT ACCOUNT,2,9/19/11 10:10,12.75,14934,Channel Islands
564150,22423,INVESTMENT ACCOUNT,12,8/23/11 12:30,12.75,14936,Channel Islands
567663,22423,INVESTMENT ACCOUNT,3,9/21/11 15:15,12.75,14951,United Kingdom
568781,22423,INVESTMENT ACCOUNT,32,9/29/11 8:28,10.95,14952,United Kingdom
578949,22423,INVESTMENT ACCOUNT,1,11/27/11 14:30,12.75,14954,United Kingdom
566193,22423,INVESTMENT ACCOUNT,1,9/9/11 13:37,12.75,14961,United Kingdom
562233,22423,INVESTMENT ACCOUNT,1,8/3/11 14:54,12.75,14972,United Kingdom
561654,22423,INVESTMENT ACCOUNT,2,7/28/11 15:58,12.75,14973,United Kingdom
542221,22423,INVESTMENT ACCOUNT,2,1/26/11 12:40,12.75,14978,United Kingdom
549906,22423,INVESTMENT ACCOUNT,1,4/12/11 16:28,12.75,14998,United Kingdom
560209,22423,INVESTMENT ACCOUNT,2,7/15/11 14:05,12.75,15004,United Kingdom
546537,22423,INVESTMENT ACCOUNT,1,3/14/11 14:32,12.75,15005,United Kingdom
577469,22423,INVESTMENT ACCOUNT,1,11/20/11 11:25,12.75,15009,United Kingdom
574480,22423,INVESTMENT ACCOUNT,1,11/4/11 12:42,12.75,15010,United Kingdom
573875,22423,INVESTMENT ACCOUNT,1,11/1/11 12:47,12.75,15018,United Kingdom
563360,22423,INVESTMENT ACCOUNT,16,8/15/11 15:06,10.95,15023,United Kingdom
563738,22423,INVESTMENT ACCOUNT,1,8/18/11 19:13,12.75,15024,United Kingdom
580667,22423,INVESTMENT ACCOUNT,1,12/5/11 14:19,12.75,15031,United Kingdom
553189,22423,INVESTMENT ACCOUNT,2,5/15/11 13:14,12.75,15033,United Kingdom
556534,22423,INVESTMENT ACCOUNT,1,6/13/11 12:19,12.75,15036,United Kingdom
566123,22423,INVESTMENT ACCOUNT,2,9/9/11 11:15,12.75,15039,United Kingdom
577519,22423,INVESTMENT ACCOUNT,2,11/20/11 13:20,12.75,15044,United Kingdom
547844,22423,INVESTMENT ACCOUNT,16,3/27/11 11:44,10.95,15045,United Kingdom
580873,22423,INVESTMENT ACCOUNT,128,12/6/11 12:06,10.95,15061,United Kingdom
552644,22423,INVESTMENT ACCOUNT,2,5/10/11 13:25,12.75,15063,United Kingdom
544568,22423,INVESTMENT ACCOUNT,2,2/21/11 12:54,12.75,15065,United Kingdom
C574955,22423,INVESTMENT ACCOUNT,-1,11/8/11 9:56,12.75,15066,United Kingdom
547937,22423,INVESTMENT ACCOUNT,1,3/28/11 14:27,12.75,15068,United Kingdom
556579,22423,INVESTMENT ACCOUNT,1,6/13/11 14:16,12.75,15069,United Kingdom
C546080,22423,INVESTMENT ACCOUNT,-1,3/9/11 11:18,12.75,15078,United Kingdom
577308,22423,INVESTMENT ACCOUNT,2,11/18/11 13:14,12.75,15088,United Kingdom
562219,22423,INVESTMENT ACCOUNT,5,8/3/11 14:14,12.75,15089,United Kingdom
553472,22423,INVESTMENT ACCOUNT,8,5/17/11 11:28,12.75,15093,United Kingdom
C549921,22423,INVESTMENT ACCOUNT,-1,4/13/11 9:53,12.75,15109,United Kingdom
549307,22423,INVESTMENT ACCOUNT,1,4/8/11 9:08,12.75,15119,United Kingdom
580279,22423,INVESTMENT ACCOUNT,4,12/2/11 13:12,12.75,15123,United Kingdom
556804,22423,INVESTMENT ACCOUNT,2,6/14/11 15:14,12.75,15125,United Kingdom
561702,22423,INVESTMENT ACCOUNT,1,7/29/11 10:58,12.75,15149,United Kingdom
562220,22423,INVESTMENT ACCOUNT,1,8/3/11 14:19,12.75,15150,United Kingdom
580669,22423,INVESTMENT ACCOUNT,6,12/5/11 14:25,12.75,15159,United Kingdom
536539,22423,INVESTMENT ACCOUNT,2,12/1/10 14:03,12.75,15165,United Kingdom
564369,22423,INVESTMENT ACCOUNT,16,8/25/11 9:39,10.95,15189,United Kingdom
570247,22423,INVESTMENT ACCOUNT,3,10/10/11 8:23,12.75,15193,United Kingdom
552235,22423,INVESTMENT ACCOUNT,2,5/6/11 16:17,12.75,15194,United Kingdom
548618,22423,INVESTMENT ACCOUNT,2,4/1/11 11:50,12.75,15197,United Kingdom
562392,22423,INVESTMENT ACCOUNT,3,8/4/11 16:07,12.75,15205,United Kingdom
538145,22423,INVESTMENT ACCOUNT,2,12/9/10 16:08,12.75,15211,United Kingdom
549583,22423,INVESTMENT ACCOUNT,1,4/11/11 9:46,12.75,15214,United Kingdom
C546671,22423,INVESTMENT ACCOUNT,-1,3/15/11 15:42,10.95,15215,United Kingdom
551384,22423,INVESTMENT ACCOUNT,16,4/28/11 11:31,10.95,15223,United Kingdom
544339,22423,INVESTMENT ACCOUNT,6,2/18/11 9:04,12.75,15228,United Kingdom
555195,22423,INVESTMENT ACCOUNT,1,6/1/11 11:27,12.75,15240,United Kingdom
550290,22423,INVESTMENT ACCOUNT,1,4/15/11 14:45,12.75,15246,United Kingdom
545305,22423,INVESTMENT ACCOUNT,3,3/1/11 12:58,12.75,15257,United Kingdom
552192,22423,INVESTMENT ACCOUNT,3,5/6/11 14:16,12.75,15258,United Kingdom
536667,22423,INVESTMENT ACCOUNT,4,12/2/10 12:09,12.75,15260,United Kingdom
559679,22423,INVESTMENT ACCOUNT,5,7/11/11 14:46,12.75,15265,United Kingdom
561221,22423,INVESTMENT ACCOUNT,1,7/26/11 9:23,12.75,15281,United Kingdom
573133,22423,INVESTMENT ACCOUNT,6,10/27/11 16:58,12.75,15288,United Kingdom
573266,22423,INVESTMENT ACCOUNT,6,10/28/11 12:40,12.75,15290,United Kingdom
572028,22423,INVESTMENT ACCOUNT,16,10/20/11 11:47,10.95,15296,United Kingdom
544661,22423,INVESTMENT ACCOUNT,1,2/22/11 13:59,12.75,15303,United Kingdom
570270,22423,INVESTMENT ACCOUNT,6,10/10/11 10:23,12.75,15304,United Kingdom
571638,22423,INVESTMENT ACCOUNT,3,10/18/11 11:55,12.75,15327,United Kingdom
573632,22423,INVESTMENT ACCOUNT,6,10/31/11 15:36,12.75,15329,United Kingdom
C569421,22423,INVESTMENT ACCOUNT,-1,10/4/11 10:37,12.75,15339,United Kingdom
566583,22423,INVESTMENT ACCOUNT,2,9/13/11 13:55,12.75,15343,United Kingdom
568333,22423,INVESTMENT ACCOUNT,2,9/26/11 14:48,12.75,15344,United Kingdom
572613,22423,INVESTMENT ACCOUNT,2,10/25/11 11:28,12.75,15345,United Kingdom
548313,22423,INVESTMENT ACCOUNT,5,3/30/11 12:15,12.75,15353,United Kingdom
563016,22423,INVESTMENT ACCOUNT,3,8/11/11 12:44,12.75,15358,United Kingdom
568202,22423,INVESTMENT ACCOUNT,1,9/25/11 15:01,12.75,15366,United Kingdom
571056,22423,INVESTMENT ACCOUNT,1,10/13/11 14:10,12.75,15367,United Kingdom
580098,22423,INVESTMENT ACCOUNT,3,12/1/11 15:05,12.75,15373,United Kingdom
573392,22423,INVESTMENT ACCOUNT,1,10/30/11 15:04,12.75,15376,United Kingdom
541676,22423,INVESTMENT ACCOUNT,3,1/20/11 14:01,12.75,15379,United Kingdom
566976,22423,INVESTMENT ACCOUNT,4,9/16/11 9:27,12.75,15382,United Kingdom
579572,22423,INVESTMENT ACCOUNT,2,11/30/11 11:49,12.75,15394,United Kingdom
551533,22423,INVESTMENT ACCOUNT,1,5/1/11 14:58,12.75,15407,United Kingdom
565223,22423,INVESTMENT ACCOUNT,4,9/1/11 19:08,12.75,15410,United Kingdom
562575,22423,INVESTMENT ACCOUNT,4,8/7/11 12:54,12.75,15411,United Kingdom
545340,22423,INVESTMENT ACCOUNT,12,3/2/11 8:41,12.75,15416,United Kingdom
579885,22423,INVESTMENT ACCOUNT,1,11/30/11 17:37,12.75,15444,United Kingdom
547080,22423,INVESTMENT ACCOUNT,2,3/20/11 15:06,12.75,15445,United Kingdom
541011,22423,INVESTMENT ACCOUNT,2,1/13/11 11:26,12.75,15447,United Kingdom
539647,22423,INVESTMENT ACCOUNT,1,12/20/10 16:08,12.75,15460,United Kingdom
C567347,22423,INVESTMENT ACCOUNT,-7,9/19/11 15:54,10.95,15465,United Kingdom
563353,22423,INVESTMENT ACCOUNT,7,8/15/11 14:32,12.75,15480,Malta
578365,22423,INVESTMENT ACCOUNT,6,11/24/11 10:46,10.95,15482,United Kingdom
550350,22423,INVESTMENT ACCOUNT,5,4/18/11 10:04,12.75,15491,United Kingdom
574852,22423,INVESTMENT ACCOUNT,3,11/7/11 12:04,12.75,15493,United Kingdom
541874,22423,INVESTMENT ACCOUNT,16,1/24/11 10:01,10.95,15497,United Kingdom
566981,22423,INVESTMENT ACCOUNT,2,9/16/11 10:02,12.75,15498,United Kingdom
580071,22423,INVESTMENT ACCOUNT,1,12/1/11 13:47,12.75,15500,United Kingdom
562608,22423,INVESTMENT ACCOUNT,16,8/8/11 11:45,10.95,15502,United Kingdom
555501,22423,INVESTMENT ACCOUNT,3,6/3/11 15:37,12.75,15508,United Kingdom
579012,22423,INVESTMENT ACCOUNT,3,11/28/11 9:43,12.75,15511,United Kingdom
573320,22423,INVESTMENT ACCOUNT,16,10/30/11 10:29,10.95,15513,United Kingdom
550785,22423,INVESTMENT ACCOUNT,1,4/20/11 14:02,12.75,15517,United Kingdom
558754,22423,INVESTMENT ACCOUNT,2,7/3/11 12:10,12.75,15518,United Kingdom
536528,22423,INVESTMENT ACCOUNT,1,12/1/10 13:17,12.75,15525,United Kingdom
573822,22423,INVESTMENT ACCOUNT,4,11/1/11 11:33,12.75,15527,United Kingdom
549235,22423,INVESTMENT ACCOUNT,4,4/7/11 11:16,12.75,15530,United Kingdom
575491,22423,INVESTMENT ACCOUNT,1,11/9/11 17:47,12.75,15531,United Kingdom
550335,22423,INVESTMENT ACCOUNT,2,4/17/11 14:36,12.75,15535,United Kingdom
536732,22423,INVESTMENT ACCOUNT,2,12/2/10 12:47,12.75,15544,United Kingdom
567179,22423,INVESTMENT ACCOUNT,1,9/18/11 14:27,12.75,15547,United Kingdom
580688,22423,INVESTMENT ACCOUNT,3,12/5/11 15:38,12.75,15550,United Kingdom
570857,22423,INVESTMENT ACCOUNT,3,10/12/11 15:06,12.75,15555,United Kingdom
577029,22423,INVESTMENT ACCOUNT,2,11/17/11 12:59,12.75,15563,United Kingdom
543602,22423,INVESTMENT ACCOUNT,1,2/10/11 13:34,12.75,15570,United Kingdom
566851,22423,INVESTMENT ACCOUNT,3,9/15/11 12:16,12.75,15573,United Kingdom
556878,22423,INVESTMENT ACCOUNT,2,6/15/11 12:01,12.75,15574,United Kingdom
559697,22423,INVESTMENT ACCOUNT,1,7/11/11 17:03,12.75,15577,United Kingdom
571219,22423,INVESTMENT ACCOUNT,2,10/14/11 13:35,12.75,15601,United Kingdom
C562051,22423,INVESTMENT ACCOUNT,-1,8/2/11 11:58,12.75,15602,United Kingdom
548655,22423,INVESTMENT ACCOUNT,1,4/1/11 13:47,12.75,15605,United Kingdom
555266,22423,INVESTMENT ACCOUNT,4,6/1/11 16:12,12.75,15611,United Kingdom
552804,22423,INVESTMENT ACCOUNT,1,5/11/11 12:32,12.75,15615,United Kingdom
551414,22423,INVESTMENT ACCOUNT,2,4/28/11 13:35,12.75,15622,United Kingdom
572735,22423,INVESTMENT ACCOUNT,3,10/25/11 15:36,12.75,15630,United Kingdom
578293,22423,INVESTMENT ACCOUNT,16,11/23/11 14:36,10.95,15640,United Kingdom
555157,22423,INVESTMENT ACCOUNT,4,6/1/11 7:38,12.75,15643,United Kingdom
558918,22423,INVESTMENT ACCOUNT,1,7/5/11 9:53,12.75,15646,United Kingdom
545190,22423,INVESTMENT ACCOUNT,1,2/28/11 15:32,12.75,15656,United Kingdom
554704,22423,INVESTMENT ACCOUNT,2,5/26/11 10:09,12.75,15658,United Kingdom
576357,22423,INVESTMENT ACCOUNT,1,11/14/11 16:57,12.75,15660,United Kingdom
547096,22423,INVESTMENT ACCOUNT,2,3/21/11 9:13,12.75,15669,United Kingdom
C549922,22423,INVESTMENT ACCOUNT,-1,4/13/11 9:55,12.75,15674,United Kingdom
574532,22423,INVESTMENT ACCOUNT,1,11/4/11 14:19,12.75,15676,United Kingdom
580132,22423,INVESTMENT ACCOUNT,16,12/1/11 18:16,10.95,15694,United Kingdom
546915,22423,INVESTMENT ACCOUNT,3,3/18/11 8:31,12.75,15695,United Kingdom
567524,22423,INVESTMENT ACCOUNT,2,9/21/11 8:55,12.75,15696,United Kingdom
563909,22423,INVESTMENT ACCOUNT,1,8/21/11 12:36,12.75,15701,United Kingdom
574536,22423,INVESTMENT ACCOUNT,1,11/4/11 14:35,12.75,15707,United Kingdom
573323,22423,INVESTMENT ACCOUNT,1,10/30/11 10:54,12.75,15708,United Kingdom
579693,22423,INVESTMENT ACCOUNT,2,11/30/11 14:09,12.75,15712,United Kingdom
548978,22423,INVESTMENT ACCOUNT,2,4/5/11 12:08,12.75,15727,United Kingdom
553489,22423,INVESTMENT ACCOUNT,1,5/17/11 12:43,12.75,15730,United Kingdom
555942,22423,INVESTMENT ACCOUNT,2,6/8/11 10:14,12.75,15743,United Kingdom
550325,22423,INVESTMENT ACCOUNT,2,4/17/11 13:04,12.75,15745,United Kingdom
548864,22423,INVESTMENT ACCOUNT,1,4/4/11 14:00,12.75,15756,United Kingdom
574951,22423,INVESTMENT ACCOUNT,2,11/8/11 9:44,12.75,15763,United Kingdom
556045,22423,INVESTMENT ACCOUNT,3,6/8/11 12:54,12.75,15764,United Kingdom
563381,22423,INVESTMENT ACCOUNT,1,8/16/11 10:48,12.75,15768,United Kingdom
549909,22423,INVESTMENT ACCOUNT,3,4/12/11 16:43,12.75,15777,United Kingdom
549579,22423,INVESTMENT ACCOUNT,1,4/11/11 9:18,12.75,15780,United Kingdom
543283,22423,INVESTMENT ACCOUNT,1,2/7/11 9:15,12.75,15781,United Kingdom
C548357,22423,INVESTMENT ACCOUNT,-1,3/30/11 15:14,10.95,15785,United Kingdom
581472,22423,INVESTMENT ACCOUNT,2,12/8/11 19:55,12.75,15796,United Kingdom
557676,22423,INVESTMENT ACCOUNT,1,6/22/11 10:28,12.75,15804,United Kingdom
543277,22423,INVESTMENT ACCOUNT,3,2/6/11 14:33,12.75,15808,United Kingdom
553902,22423,INVESTMENT ACCOUNT,1,5/19/11 18:02,12.75,15809,United Kingdom
564559,22423,INVESTMENT ACCOUNT,2,8/26/11 9:37,12.75,15811,United Kingdom
555499,22423,INVESTMENT ACCOUNT,1,6/3/11 15:31,12.75,15812,United Kingdom
549999,22423,INVESTMENT ACCOUNT,16,4/14/11 9:09,10.95,15813,United Kingdom
571247,22423,INVESTMENT ACCOUNT,2,10/14/11 16:04,12.75,15826,United Kingdom
C561608,22423,INVESTMENT ACCOUNT,-1,7/28/11 12:19,12.75,15827,United Kingdom
572107,22423,INVESTMENT ACCOUNT,1,10/20/11 17:13,12.75,15836,United Kingdom
543485,22423,INVESTMENT ACCOUNT,1,2/9/11 10:19,12.75,15843,United Kingdom
554813,22423,INVESTMENT ACCOUNT,1,5/26/11 13:26,12.75,15852,United Kingdom
566308,22423,INVESTMENT ACCOUNT,2,9/12/11 9:38,12.75,15865,United Kingdom
C580507,22423,INVESTMENT ACCOUNT,-1,12/4/11 13:37,12.75,15867,United Kingdom
581192,22423,INVESTMENT ACCOUNT,2,12/7/11 17:05,12.75,15883,United Kingdom
565862,22423,INVESTMENT ACCOUNT,4,9/7/11 14:56,12.75,15885,United Kingdom
567460,22423,INVESTMENT ACCOUNT,6,9/20/11 12:30,12.75,15888,United Kingdom
575978,22423,INVESTMENT ACCOUNT,16,11/13/11 13:27,10.95,15903,United Kingdom
548158,22423,INVESTMENT ACCOUNT,4,3/29/11 13:28,12.75,15906,United Kingdom
575482,22423,INVESTMENT ACCOUNT,1,11/9/11 16:33,12.75,15916,United Kingdom
549056,22423,INVESTMENT ACCOUNT,1,4/6/11 10:40,12.75,15917,United Kingdom
536537,22423,INVESTMENT ACCOUNT,2,12/1/10 13:51,12.75,15922,United Kingdom
554998,22423,INVESTMENT ACCOUNT,3,5/29/11 15:35,12.75,15925,United Kingdom
545912,22423,INVESTMENT ACCOUNT,16,3/8/11 10:33,10.95,15944,United Kingdom
C581235,22423,INVESTMENT ACCOUNT,-1,12/8/11 10:34,12.75,15950,United Kingdom
569218,22423,INVESTMENT ACCOUNT,1,10/2/11 12:47,12.75,15952,United Kingdom
545313,22423,INVESTMENT ACCOUNT,2,3/1/11 13:55,12.75,15953,United Kingdom
544833,22423,INVESTMENT ACCOUNT,16,2/24/11 10:10,10.95,15974,United Kingdom
545031,22423,INVESTMENT ACCOUNT,1,2/25/11 15:35,12.75,15990,United Kingdom
574741,22423,INVESTMENT ACCOUNT,1,11/6/11 16:13,12.75,15993,United Kingdom
566599,22423,INVESTMENT ACCOUNT,2,9/13/11 15:37,12.75,15998,United Kingdom
538999,22423,INVESTMENT ACCOUNT,16,12/15/10 12:09,10.95,16003,United Kingdom
562157,22423,INVESTMENT ACCOUNT,10,8/3/11 11:44,12.75,16012,United Kingdom
577718,22423,INVESTMENT ACCOUNT,32,11/21/11 12:19,10.95,16013,United Kingdom
574321,22423,INVESTMENT ACCOUNT,1,11/3/11 19:28,12.75,16016,United Kingdom
C581228,22423,INVESTMENT ACCOUNT,-6,12/8/11 10:06,10.95,16019,United Kingdom
555109,22423,INVESTMENT ACCOUNT,1,5/31/11 14:19,12.75,16023,United Kingdom
574700,22423,INVESTMENT ACCOUNT,2,11/6/11 13:53,12.75,16033,United Kingdom
569668,22423,INVESTMENT ACCOUNT,2,10/5/11 13:47,12.75,16040,United Kingdom
544664,22423,INVESTMENT ACCOUNT,2,2/22/11 14:55,12.75,16045,United Kingdom
562807,22423,INVESTMENT ACCOUNT,2,8/9/11 14:57,12.75,16053,United Kingdom
572726,22423,INVESTMENT ACCOUNT,2,10/25/11 15:19,12.75,16056,United Kingdom
579623,22423,INVESTMENT ACCOUNT,2,11/30/11 12:15,12.75,16062,United Kingdom
571216,22423,INVESTMENT ACCOUNT,1,10/14/11 13:06,12.75,16081,United Kingdom
543820,22423,INVESTMENT ACCOUNT,1,2/13/11 16:05,12.75,16084,United Kingdom
579136,22423,INVESTMENT ACCOUNT,1,11/28/11 12:45,12.75,16094,United Kingdom
556264,22423,INVESTMENT ACCOUNT,16,6/9/11 18:42,10.95,16107,United Kingdom
572703,22423,INVESTMENT ACCOUNT,1,10/25/11 14:35,12.75,16110,United Kingdom
571039,22423,INVESTMENT ACCOUNT,1,10/13/11 12:59,12.75,16121,United Kingdom
545411,22423,INVESTMENT ACCOUNT,4,3/2/11 12:21,12.75,16128,United Kingdom
571829,22423,INVESTMENT ACCOUNT,4,10/19/11 11:53,12.75,16131,United Kingdom
554643,22423,INVESTMENT ACCOUNT,16,5/25/11 12:28,10.95,16133,United Kingdom
547360,22423,INVESTMENT ACCOUNT,16,3/22/11 12:30,10.95,16135,United Kingdom
539581,22423,INVESTMENT ACCOUNT,6,12/20/10 12:51,12.75,16143,United Kingdom
549187,22423,INVESTMENT ACCOUNT,16,4/7/11 10:09,10.95,16144,United Kingdom
561694,22423,INVESTMENT ACCOUNT,2,7/29/11 9:57,12.75,16147,United Kingdom
538894,22423,INVESTMENT ACCOUNT,1,12/14/10 17:22,12.75,16161,United Kingdom
565724,22423,INVESTMENT ACCOUNT,2,9/6/11 11:53,12.75,16168,United Kingdom
561530,22423,INVESTMENT ACCOUNT,16,7/28/11 9:21,10.95,16174,United Kingdom
565014,22423,INVESTMENT ACCOUNT,2,8/31/11 16:28,12.75,16180,United Kingdom
572612,22423,INVESTMENT ACCOUNT,2,10/25/11 11:14,12.75,16186,United Kingdom
551343,22423,INVESTMENT ACCOUNT,4,4/28/11 8:57,12.75,16187,United Kingdom
572721,22423,INVESTMENT ACCOUNT,2,10/25/11 15:07,12.75,16201,United Kingdom
563356,22423,INVESTMENT ACCOUNT,4,8/15/11 14:44,12.75,16210,United Kingdom
566326,22423,INVESTMENT ACCOUNT,16,9/12/11 12:11,10.95,16211,United Kingdom
548559,22423,INVESTMENT ACCOUNT,8,4/1/11 10:08,12.75,16214,United Kingdom
537605,22423,INVESTMENT ACCOUNT,4,12/7/10 13:13,12.75,16221,United Kingdom
576590,22423,INVESTMENT ACCOUNT,16,11/15/11 14:30,10.95,16240,United Kingdom
554920,22423,INVESTMENT ACCOUNT,2,5/27/11 12:41,12.75,16275,United Kingdom
C576866,22423,INVESTMENT ACCOUNT,-1,11/16/11 16:09,12.75,16278,United Kingdom
546562,22423,INVESTMENT ACCOUNT,1,3/15/11 10:45,12.75,16293,United Kingdom
553461,22423,INVESTMENT ACCOUNT,3,5/17/11 10:57,12.75,16316,United Kingdom
558638,22423,INVESTMENT ACCOUNT,2,7/1/11 8:16,12.75,16317,United Kingdom
574739,22423,INVESTMENT ACCOUNT,1,11/6/11 16:04,12.75,16357,United Kingdom
577597,22423,INVESTMENT ACCOUNT,2,11/21/11 8:19,12.75,16366,United Kingdom
566236,22423,INVESTMENT ACCOUNT,2,9/11/11 11:19,12.75,16384,United Kingdom
575856,22423,INVESTMENT ACCOUNT,1,11/11/11 12:28,12.75,16386,United Kingdom
567894,22423,INVESTMENT ACCOUNT,16,9/22/11 15:54,10.95,16389,United Kingdom
559505,22423,INVESTMENT ACCOUNT,3,7/8/11 15:16,12.75,16398,United Kingdom
569139,22423,INVESTMENT ACCOUNT,2,9/30/11 14:55,12.75,16404,United Kingdom
574308,22423,INVESTMENT ACCOUNT,2,11/3/11 16:45,12.75,16409,United Kingdom
C546362,22423,INVESTMENT ACCOUNT,-1,3/11/11 11:18,12.75,16419,United Kingdom
547845,22423,INVESTMENT ACCOUNT,3,3/27/11 11:51,12.75,16434,United Kingdom
560723,22423,INVESTMENT ACCOUNT,1,7/20/11 13:53,12.75,16464,United Kingdom
566601,22423,INVESTMENT ACCOUNT,1,9/13/11 15:57,12.75,16469,United Kingdom
546688,22423,INVESTMENT ACCOUNT,6,3/16/11 10:17,12.75,16497,United Kingdom
544095,22423,INVESTMENT ACCOUNT,6,2/16/11 9:25,12.75,16509,United Kingdom
571283,22423,INVESTMENT ACCOUNT,2,10/16/11 13:51,12.75,16533,United Kingdom
580526,22423,INVESTMENT ACCOUNT,5,12/4/11 15:18,12.75,16535,United Kingdom
563933,22423,INVESTMENT ACCOUNT,1,8/21/11 15:54,12.75,16536,United Kingdom
550464,22423,INVESTMENT ACCOUNT,2,4/18/11 13:30,12.75,16550,United Kingdom
536502,22423,INVESTMENT ACCOUNT,2,12/1/10 12:36,12.75,16552,United Kingdom
551532,22423,INVESTMENT ACCOUNT,1,5/1/11 14:17,12.75,16554,United Kingdom
549451,22423,INVESTMENT ACCOUNT,2,4/8/11 14:14,12.75,16556,United Kingdom
561189,22423,INVESTMENT ACCOUNT,1,7/25/11 13:28,12.75,16557,United Kingdom
567697,22423,INVESTMENT ACCOUNT,2,9/22/11 8:41,12.75,16558,United Kingdom
575931,22423,INVESTMENT ACCOUNT,1,11/13/11 10:35,12.75,16560,United Kingdom
562418,22423,INVESTMENT ACCOUNT,1,8/4/11 16:34,12.75,16572,United Kingdom
544668,22423,INVESTMENT ACCOUNT,2,2/22/11 15:14,12.75,16573,United Kingdom
555476,22423,INVESTMENT ACCOUNT,1,6/3/11 12:17,12.75,16593,United Kingdom
578513,22423,INVESTMENT ACCOUNT,3,11/24/11 13:32,12.75,16609,United Kingdom
547828,22423,INVESTMENT ACCOUNT,4,3/25/11 15:18,12.75,16618,United Kingdom
571793,22423,INVESTMENT ACCOUNT,3,10/19/11 11:38,12.75,16621,United Kingdom
567654,22423,INVESTMENT ACCOUNT,1,9/21/11 14:38,12.75,16627,United Kingdom
567889,22423,INVESTMENT ACCOUNT,1,9/22/11 15:39,12.75,16633,United Kingdom
547876,22423,INVESTMENT ACCOUNT,2,3/27/11 15:41,12.75,16638,United Kingdom
552819,22423,INVESTMENT ACCOUNT,8,5/11/11 12:50,12.75,16652,United Kingdom
568908,22423,INVESTMENT ACCOUNT,1,9/29/11 13:38,12.75,16653,United Kingdom
548309,22423,INVESTMENT ACCOUNT,1,3/30/11 12:02,12.75,16657,United Kingdom
567866,22423,INVESTMENT ACCOUNT,3,9/22/11 14:13,12.75,16669,United Kingdom
575484,22423,INVESTMENT ACCOUNT,2,11/9/11 17:02,12.75,16670,United Kingdom
546927,22423,INVESTMENT ACCOUNT,12,3/18/11 10:15,12.75,16672,United Kingdom
574662,22423,INVESTMENT ACCOUNT,1,11/6/11 12:01,12.75,16676,United Kingdom
580665,22423,INVESTMENT ACCOUNT,16,12/5/11 14:06,10.95,16684,United Kingdom
573584,22423,INVESTMENT ACCOUNT,8,10/31/11 14:36,12.75,16705,United Kingdom
565326,22423,INVESTMENT ACCOUNT,1,9/2/11 13:41,12.75,16706,United Kingdom
554380,22423,INVESTMENT ACCOUNT,12,5/24/11 11:45,12.75,16709,United Kingdom
568369,22423,INVESTMENT ACCOUNT,4,9/26/11 16:15,12.75,16710,United Kingdom
557468,22423,INVESTMENT ACCOUNT,1,6/20/11 13:14,12.75,16713,United Kingdom
564300,22423,INVESTMENT ACCOUNT,1,8/24/11 11:31,12.75,16723,United Kingdom
572513,22423,INVESTMENT ACCOUNT,1,10/24/11 14:36,12.75,16728,United Kingdom
558696,22423,INVESTMENT ACCOUNT,2,7/1/11 12:09,12.75,16746,United Kingdom
552323,22423,INVESTMENT ACCOUNT,2,5/9/11 9:33,12.75,16756,United Kingdom
575063,22423,INVESTMENT ACCOUNT,2,11/8/11 12:32,12.75,16764,United Kingdom
542373,22423,INVESTMENT ACCOUNT,16,1/27/11 13:38,10.95,16767,United Kingdom
546117,22423,INVESTMENT ACCOUNT,3,3/9/11 13:56,12.75,16771,United Kingdom
538453,22423,INVESTMENT ACCOUNT,1,12/12/10 12:26,12.75,16779,United Kingdom
547833,22423,INVESTMENT ACCOUNT,1,3/25/11 17:34,12.75,16780,United Kingdom
574528,22423,INVESTMENT ACCOUNT,1,11/4/11 14:03,12.75,16782,United Kingdom
575726,22423,INVESTMENT ACCOUNT,3,11/10/11 19:12,12.75,16791,United Kingdom
546314,22423,INVESTMENT ACCOUNT,3,3/10/11 19:05,12.75,16808,United Kingdom
568909,22423,INVESTMENT ACCOUNT,1,9/29/11 13:38,12.75,16818,United Kingdom
